noisy_decay,reg_params,c1_traj,T21_traj,T22_traj,c1_target,c2_target,T21_target,T22_target,c1_nlls,T21_nlls,T22_nlls,the_solver
0.9941126108169556,0.00016,0.3999999761581421,50.0,324.4259948730469,0.6,0.4,75.0,475.0,0.6,69.38898647150842,493.23932401841455,scipy_curve_fit
0.8917635679244995,,,,,,,,,,,,
0.8291040062904358,,,,,,,,,,,,
0.7133036851882935,,,,,,,,,,,,
0.6222535967826843,,,,,,,,,,,,
0.6176849007606506,,,,,,,,,,,,
0.5447418689727783,,,,,,,,,,,,
0.6020663976669312,,,,,,,,,,,,
0.45552313327789307,,,,,,,,,,,,
0.46080732345581055,,,,,,,,,,,,
0.38404157757759094,,,,,,,,,,,,
0.3971904516220093,,,,,,,,,,,,
0.37932631373405457,,,,,,,,,,,,
0.32032254338264465,,,,,,,,,,,,
0.3508179187774658,,,,,,,,,,,,
0.3491590917110443,,,,,,,,,,,,
0.28234612941741943,,,,,,,,,,,,
0.27311354875564575,,,,,,,,,,,,
0.30400556325912476,,,,,,,,,,,,
0.25749361515045166,,,,,,,,,,,,
0.23494896292686462,,,,,,,,,,,,
0.31595489382743835,,,,,,,,,,,,
0.24753455817699432,,,,,,,,,,,,
0.22937113046646118,,,,,,,,,,,,
0.22202326357364655,,,,,,,,,,,,
0.22404414415359497,,,,,,,,,,,,
0.2368849664926529,,,,,,,,,,,,
0.1327439844608307,,,,,,,,,,,,
0.18371513485908508,,,,,,,,,,,,
0.19371604919433594,,,,,,,,,,,,
0.21261315047740936,,,,,,,,,,,,
0.21882452070713043,,,,,,,,,,,,
0.17915791273117065,,,,,,,,,,,,
0.1635572761297226,,,,,,,,,,,,
0.18721237778663635,,,,,,,,,,,,
0.1758003681898117,,,,,,,,,,,,
0.19155438244342804,,,,,,,,,,,,
0.15455009043216705,,,,,,,,,,,,
0.10346658527851105,,,,,,,,,,,,
0.19210435450077057,,,,,,,,,,,,
0.13952453434467316,,,,,,,,,,,,
0.14645002782344818,,,,,,,,,,,,
0.17206844687461853,,,,,,,,,,,,
0.11957596987485886,,,,,,,,,,,,
0.11515042185783386,,,,,,,,,,,,
0.15660814940929413,,,,,,,,,,,,
0.11326839029788971,,,,,,,,,,,,
0.16916310787200928,,,,,,,,,,,,
0.15300050377845764,,,,,,,,,,,,
0.0875164344906807,,,,,,,,,,,,
0.14325423538684845,,,,,,,,,,,,
0.14679017663002014,,,,,,,,,,,,
0.113674595952034,,,,,,,,,,,,
0.08263047784566879,,,,,,,,,,,,
0.0889604389667511,,,,,,,,,,,,
0.10475002974271774,,,,,,,,,,,,
0.07331238687038422,,,,,,,,,,,,
0.10897506773471832,,,,,,,,,,,,
0.069149911403656,,,,,,,,,,,,
0.14291058480739594,,,,,,,,,,,,
0.060847703367471695,,,,,,,,,,,,
0.12898609042167664,,,,,,,,,,,,
0.05473237857222557,,,,,,,,,,,,
0.13195639848709106,,,,,,,,,,,,
